Concept,# Imgs,Type,Sort Method for Colabels,Rule w/ Max F1,Simplified Rule,F1 SCORE,PRECISION,RECALL,True Pos (tp),All Pos (tp+fp),All Targets (tp+fn),Implicit True Negative (tn),Implicit False Negative (fn),Implicit Unlabeled,Implicit Accuracy (tn/(tn+fn))
gate,1407,obj,F1,(cast-iron & fence) | (cast-iron & metallic) | (enclosure & fence) | (enclosure & metallic) | (enclosure & railing) | (fence & metallic),(railing & enclosure) | (enclosure & metallic) | (enclosure & fence) | (cast-iron & metallic) | (cast-iron & fence) | (metallic & fence),0.1573,0.1023,0.3404,479,4684,1407,79267,336,28474,0.9957790536
bark,424,obj,F1,(branch & fallen) | (branch & trunk) | (fallen & trunk) | (limb & moss) | (moss & trunk),(moss & limb) | (moss & trunk) | (trunk & fallen) | (trunk & branch) | (fallen & branch),0.1571,0.1061,0.3019,128,1206,424,98858,112,9107,0.9988683439
roast,108,attr,F1,(beef & beefroast) | (beefroast & gravy) | (broiled & gravy) | (broiled & steak) | (gravy & steak),(beefroast & gravy) | (beefroast & beef) | (gravy & broiled) | (gravy & steak) | (broiled & steak),0.1569,0.2667,0.1111,12,45,108,107400,66,611,0.9993858523
crisp,890,attr,F1,(blade) | (claw),blade | claw,0.1567,0.1403,0.1775,158,1126,890,106219,732,1126,0.9931557442
peach,103,obj,F1,(chinesegooseberry) | (nectarine),chinesegooseberry | nectarine,0.1566,0.2063,0.1262,13,63,103,107924,90,63,0.9991667747
trashbag,104,obj,F1,(garbagebag) | (trashbags) | (wastepaperbasket),garbagebag | trashbags | wastepaperbasket,0.1566,0.1243,0.2115,22,177,104,107818,82,177,0.9992400371
ashcan,282,obj,F1,(bin & garbage) | (bin & rubbish) | (garbage & trash) | (rubbish & trash) | (rubbish & trashcan),(garbage | rubbish) & (trashcan | trash | bin) & (trash | rubbish | bin),0.1565,0.1324,0.1915,54,408,282,104762,132,3183,0.9987415867
scene,1278,obj,F1,(day) | (outdoor) | (outside),outside | outdoor | day,0.1562,0.104,0.3138,401,3857,1278,103343,877,3857,0.9915851084
inside,4423,rel,F1,(floor & glass) | (floor & next) | (floor & open) | (glass & next) | (glass & open) | (glass & sit) | (next & open) | (next & sit) | (open & sit),(open | glass | next) & (floor | open | sit | glass) & (floor | open | sit | next) & (floor | sit | glass | next),0.156,0.1142,0.246,1088,9523,4423,65885,1611,40581,0.9761319189
indistance,361,attr,F1,(inbackground) | (insky),inbackground | insky,0.1558,0.1072,0.2853,103,961,361,106858,258,961,0.9975913962
vessel,240,obj,F1,(pot & pottery) | (pot & urn) | (pot & vase) | (pottery & vase) | (urn & vase),(pot | vase) & (urn | pot | pottery) & (urn | vase | pottery),0.1557,0.1311,0.1917,46,351,240,103992,83,4002,0.9992024982
vintage,276,attr,F1,(antique & bumper) | (antique & old) | (antique & propeller) | (authoritative & bumper) | (authoritative & old) | (bumper & old) | (old & propeller),(bumper | old | antique) & (bumper | old | propeller) & (old | antique | authoritative) & (bumper | antique | propeller | authoritative),0.1557,0.1309,0.192,53,405,276,101623,130,6324,0.9987223964
menu,378,obj,F1,(blackboard) | (restaurant),blackboard | restaurant,0.1556,0.1222,0.2143,81,663,378,107117,297,663,0.9972349973
note,282,obj,F1,(gluey) | (postit),postit | gluey,0.1556,0.359,0.0993,28,78,282,107745,254,78,0.9976481264
index,207,obj,F1,(fingernail & knuckle) | (fingernail & pinky) | (fingernail & ringfinger) | (fingernail & thumb) | (pinky & ringfinger) | (pinky & thumb) | (ringfinger & thumb),(fingernail | pinky | ringfinger) & (fingernail | pinky | thumb) & (fingernail | ringfinger | thumb) & (pinky | knuckle | ringfinger | thumb),0.1555,0.1747,0.1401,29,166,207,106631,138,1308,0.99870749
wristwatch,372,obj,F1,(cellphone & watch) | (cellphone & wrist) | (forwrist & watch) | (watch & wrist),(wrist | watch) & (watch | cellphone) & (wrist | cellphone | forwrist),0.1554,0.1013,0.3333,124,1224,372,100350,117,7610,0.9988354385
spot,2417,obj,F1,(ear & field) | (grass & soil) | (grass & topographicpoint) | (soil & topographicpoint),(topographicpoint & soil) | (topographicpoint & grass) | (soil & grass) | (field & ear),0.1552,0.114,0.2429,587,5148,2417,75628,699,31750,0.9908420349
cosmetic,1644,attr,F1,(decoration) | (flowery) | (vase),flowery | vase | decoration,0.1551,0.1124,0.2506,412,3667,1644,103178,1232,3667,0.9882003639
human,384,attr,F1,(female & homo) | (female & one) | (homo & male) | (male & one),(one | homo) & (male | female),0.1548,0.325,0.1016,39,120,384,103905,245,3927,0.9976476236
sociable,104,obj,F1,(blender) | (foodprocessor) | (whisk),whisk | blender | foodprocessor,0.1547,0.1085,0.2692,28,258,104,107743,76,258,0.999295115
pearl,114,attr,F1,(bridalgown & weddingcake) | (bride & groom) | (bride & necklace),(bride & groom) | (bride & necklace) | (weddingcake & bridalgown),0.1546,0.172,0.1404,16,93,114,106740,45,1292,0.9995785925
airconditioner,228,obj,F1,(acunit) | (fireescape) | (hotelroom) | (unitofmeasurement),acunit | fireescape | hotelroom | unitofmeasurement,0.1544,0.125,0.2018,46,368,228,107527,182,368,0.9983102619
exhaustpipe,176,obj,F1,(exhaust & gastank) | (exhaust & kickstand) | (exhaust & silencer) | (exhaust & spoke) | (gastank & kickstand) | (gastank & spoke) | (kickstand & silencer) | (silencer & spoke),(gastank | silencer | exhaust) & (kickstand | spoke | exhaust) & (gastank | silencer | kickstand | spoke),0.1544,0.1885,0.1307,23,122,176,106758,105,1214,0.9990174335
feathery,141,attr,F1,(beak & perch) | (beak & talon),beak & (talon | perch),0.1543,0.1412,0.1702,24,170,141,106701,51,1325,0.9995222572
pointy,1074,attr,F1,(cat & ear) | (ear & hair's-breadth),ear & (hair's-breadth | cat),0.1542,0.1246,0.202,217,1741,1074,94100,526,13451,0.9944412741
cliff,282,obj,F1,(beach & moss) | (beach & rocky) | (beach & steep) | (moss & rocky) | (rocky & shore) | (rocky & steep),(rocky | beach) & (moss | steep | rocky) & (moss | steep | beach | shore),0.1541,0.1384,0.1738,49,354,282,102806,103,5168,0.9989991157
limb,725,obj,F1,(branch & branchlet) | (branch & dead) | (branch & fallen) | (branch & leafless) | (branchlet & leafless) | (dead & fallen) | (fallen & leafless),(branchlet | fallen | branch) & (fallen | branch | leafless) & (branch | leafless | dead) & (branchlet | fallen | leafless | dead),0.154,0.142,0.1683,122,859,725,101450,329,6298,0.9967675061
construction,153,attr,F1,(crane) | (underconstruction),underconstruction | crane,0.1538,0.1059,0.281,43,406,153,107561,110,406,0.9989783693
pie,197,obj,F1,(cheesecake & crust) | (cheesecake & dessert) | (crust & dessert) | (crust & pastry) | (crust & rotter) | (dessert & pastry) | (dessert & rotter),(dessert | crust) & (rotter | dessert | cheesecake | pastry) & (rotter | cheesecake | pastry | crust),0.1538,0.1422,0.1675,33,232,197,105972,92,2013,0.9991325992
hooded,245,attr,F1,(beanie & hoodie) | (beanie & sweatshirt) | (hood & hoodie) | (hood & sweatshirt) | (hoodie & hoody) | (hoodie & sweatshirt) | (hoody & sweatshirt),(sweatshirt | hoodie) & (hoody | hood | beanie | sweatshirt) & (hoody | hood | beanie | hoodie),0.1533,0.1386,0.1714,42,303,245,105298,112,2667,0.9989374822
make,2253,rel,F1,(ramp) | (skateboarder) | (trick),skateboarder | trick | ramp,0.1532,0.165,0.1429,322,1952,2253,104194,1931,1952,0.9818044759
wheat,109,attr,F1,(bread & mayonnaise) | (butter & sandwich) | (sandwich & wheatbread),(bread & mayonnaise) | (butter & sandwich) | (wheatbread & sandwich),0.1531,0.1724,0.1376,15,87,109,105667,47,2363,0.9995554042
cadmium,202,obj,F1,videodisk,videodisk,0.153,0.1788,0.1337,27,151,202,107751,175,151,0.9983785186
ceramic,1246,attr,F1,(bathroom & tile) | (bathroom & toilet) | (bowl & toilet) | (tile & toilet),(toilet | tile) & (toilet | bathroom) & (tile | bowl | bathroom),0.1529,0.1206,0.2087,260,2156,1246,98683,592,8802,0.9940367666
cuff,230,obj,F1,(collar & lapel) | (collar & rolled) | (collar & sleeve) | (lapel & sleeve),(lapel | collar) & (sleeve | collar) & (lapel | rolled | sleeve),0.1529,0.1423,0.1652,38,267,230,102755,113,5209,0.9989015048
knit,283,attr,F1,(beanie) | (crochet) | (knitted) | (narration),knitted | crochet | beanie | narration,0.1527,0.1162,0.2226,63,542,283,107315,220,542,0.9979541545
negligee,297,obj,F1,(bun & hotdog) | (bun & sandwich),bun & (hotdog | sandwich),0.1527,0.1193,0.2121,63,528,297,105939,169,1969,0.9984072831
earphone,421,obj,F1,(computer & desk & mouse) | (desk & keyboard & monitor) | (desk & keyboard & mouse) | (desk & monitor & mouse) | (keyboard & monitor & mouse),(desk | monitor) & (desk | keyboard) & (desk | mouse) & (monitor | mouse) & (keyboard | mouse) & (computer | monitor | keyboard),0.1525,0.1065,0.2684,113,1061,421,103860,217,4000,0.9979150052
painted,2755,attr,F1,(line & paint) | (line & road) | (line & sidewalk) | (line & street) | (paint & road) | (paint & sidewalk) | (paint & street),(line | paint) & (sidewalk | road | line | street) & (sidewalk | road | street | paint),0.1523,0.1143,0.2283,629,5503,2755,80548,1286,26243,0.9842852604
plain,194,obj,F1,(african & herd) | (african & wild) | (african & zebra) | (herd & savannah) | (herd & zebra) | (savannah & wild) | (wild & zebra),(herd | zebra | wild) & (herd | african | wild) & (savannah | zebra | african),0.1522,0.1551,0.1495,29,187,194,105106,105,2866,0.9990020055
rust,429,obj,F1,(fireplug & rusty) | (rusted & rusty) | (rusted & waterfaucet) | (rusty & stain) | (stain & waterfaucet),(rusty | waterfaucet) & (rusted | fireplug | stain) & (rusted | stain | rusty),0.1521,0.1871,0.1282,55,294,429,104548,255,3274,0.9975668635
travel,1968,attr,F1,(bridge & car) | (bridge & headlight) | (bridge & train) | (car & train) | (headlight & path) | (path & train),(headlight & bridge) | (headlight & path) | (bridge & train) | (bridge & car) | (path & train) | (train & car),0.1521,0.1154,0.2231,439,3803,1968,89270,1031,17776,0.9885826292
reign,104,obj,F1,(bridle & saddle) | (bridle & stirrup) | (bridle & winker) | (rein & saddle) | (rein & stirrup) | (rein & winker) | (saddle & stirrup),(saddle | rein | bridle) & (saddle | winker | stirrup) & (rein | stirrup | bridle),0.1519,0.1132,0.2308,24,212,104,107198,41,838,0.9996176764
multicolored,1247,attr,F1,(colorful & kite) | (colorful & motley) | (colorful & rainbow) | (colorful & umbrella) | (kite & motley) | (kite & rainbow) | (motley & rainbow) | (motley & umbrella) | (rainbow & umbrella),(rainbow | colorful | motley) & (rainbow | colorful | umbrella | kite) & (rainbow | umbrella | kite | motley) & (colorful | umbrella | kite | motley),0.1518,0.1537,0.15,187,1217,1247,98416,740,8921,0.9925370124
electric,1048,attr,F1,(burner & electrical) | (burner & mercantileestablishment) | (burner & stove) | (electrical & mercantileestablishment) | (electrical & stove) | (electrical & wire) | (mercantileestablishment & stove) | (mercantileestablishment & wire) | (stove & wire),(electrical | mercantileestablishment | stove) & (electrical | mercantileestablishment | burner | wire) & (electrical | stove | burner | wire) & (mercantileestablishment | stove | burner | wire),0.1516,0.1431,0.1613,169,1181,1048,100474,539,7064,0.9946640531
ma,134,obj,F1,(babyelephant & mother) | (harbor & mother) | (harbor & nurse) | (mother & nurse) | (mother & son),(mother | harbor) & (mother | nurse) & (harbor | nurse | son | babyelephant),0.1515,0.2344,0.1119,15,64,134,107461,95,521,0.9991167392
basin,206,obj,F1,(bathroom & faucet & sink) | (bathroom & pat & sink) | (faucet & pat & sink) | (faucet & shower & sink),sink & (pat | faucet) & (bathroom | faucet) & (pat | shower | bathroom),0.1514,0.0935,0.3981,82,877,206,104176,50,3851,0.9995202733
between,1719,rel,F1,(gravel & path) | (gravel & traintracks) | (path & traintracks) | (platform & traintracks),(gravel | traintracks) & (path | traintracks) & (gravel | platform | path),0.1514,0.1688,0.1373,236,1398,1719,100467,1314,6296,0.9870899284
wait,1258,attr,F1,(platform) | (umpire),platform | umpire,0.1514,0.1113,0.2369,298,2678,1258,104439,960,2678,0.9908917542
armchair,153,obj,F1,(coffeetable & fireplace) | (coffeetable & flatscreen) | (fireplace & floorlamp) | (fireplace & ottoman) | (flatscreen & floorlamp) | (flatscreen & ottoman),(fireplace | flatscreen) & (floorlamp | coffeetable | ottoman),0.1511,0.1404,0.1634,25,178,153,106554,76,1447,0.999287255
elbow,1026,obj,F1,(arm & bent) | (arm & finger) | (arm & knee) | (bent & finger) | (bent & wrist) | (knee & wrist),(finger & arm) | (finger & bent) | (arm & knee) | (arm & bent) | (wrist & knee) | (wrist & bent),0.151,0.1244,0.192,197,1583,1026,92902,392,14783,0.9957982293
held,465,attr,F1,(here & keep) | (here & racket) | (here & worn) | (keep & present) | (racket & worn),(here & worn) | (here & racket) | (here & keep) | (worn & racket) | (present & keep),0.1509,0.1737,0.1333,62,357,465,99198,240,8639,0.9975864358
baseballcap,555,obj,F1,(ballplayer & baseballbat) | (ballplayer & baseballglove) | (ballplayer & uniform) | (baseball & baseballbat) | (baseball & baseballglove) | (baseballbat & baseballglove) | (baseballbat & uniform),(baseball | baseballbat | ballplayer) & (baseballglove | baseballbat | uniform) & (baseballglove | baseballbat | ballplayer) & (baseball | baseballglove | uniform | ballplayer),0.1508,0.1278,0.1838,102,798,555,104494,367,3216,0.9965001287
bum,145,attr,F1,(crusted & pizza) | (pizza & topped),pizza & (topped | crusted),0.1508,0.2778,0.1034,15,54,145,105723,52,2302,0.9995083905
edged,113,attr,F1,partial,partial,0.1506,0.1142,0.2212,25,219,113,107770,88,219,0.9991841124
partial,219,attr,F1,edged,edged,0.1506,0.2212,0.1142,25,113,219,107770,194,113,0.9982031047
approach,1100,rel,F1,(guy & on) | (on & trouser) | (on & tshirt),on & (guy | tshirt | trouser),0.1505,0.0968,0.3373,371,3831,1100,70931,178,36968,0.9974968007
dog's,157,attr,F1,(bone & dog) | (clericalcollar & dog) | (dog & floppy),dog & (bone | clericalcollar | floppy),0.1505,0.1302,0.1783,28,215,157,103700,2,4375,0.999980714
fresh,885,attr,F1,(broccoli & carrot) | (broccoli & fruit) | (broccoli & tomato) | (broccoli & vegetable) | (carrot & fruit) | (carrot & tomato) | (carrot & vegetable) | (fruit & tomato) | (fruit & vegetable) | (tomato & vegetable),(carrot & tomato) | (carrot & broccoli) | (carrot & vegetable) | (carrot & fruit) | (tomato & broccoli) | (tomato & vegetable) | (tomato & fruit) | (broccoli & vegetable) | (broccoli & fruit) | (vegetable & fruit),0.1504,0.1236,0.1921,170,1375,885,102972,513,4592,0.9950427598
hole,2061,obj,F1,(doughnut) | (glassy) | (toilet),glassy | doughnut | toilet,0.15,0.1225,0.1936,399,3258,2061,103157,1662,3258,0.984144096
rolled,621,attr,F1,(bathroom & toilettissue) | (tissue & toilettissue) | (tissue & towel) | (toilet & toilettissue) | (toilettissue & towel),(tissue | toilettissue) & (toilettissue | towel) & (tissue | bathroom | towel | toilet),0.1497,0.1375,0.1643,102,742,621,102876,438,4763,0.9957604971
broken,850,attr,F1,(debris & dirty) | (debris & old) | (debris & rusty) | (debris & toilet) | (dirty & old) | (dirty & toilet) | (old & rusty) | (old & toilet),(dirty | old | debris) & (old | debris | toilet) & (dirty | old | toilet | rusty) & (dirty | debris | toilet | rusty),0.1492,0.1356,0.1659,141,1040,850,97773,517,9787,0.9947400549
banner,1749,obj,F1,(ad & flag) | (ad & sign) | (ad & street) | (ad & streetlight) | (flag & sign) | (flag & streetlight),(ad | flag) & (streetlight | ad | sign) & (streetlight | street | flag | sign),0.1491,0.139,0.1607,281,2021,1749,83094,540,24443,0.9935432958
curled,591,attr,F1,(elephant & trunk) | (sleep & wrinkled),(wrinkled & sleep) | (trunk & elephant),0.1491,0.1024,0.2741,162,1582,591,100612,338,7127,0.9966518078
bin,670,obj,F1,(ashcan) | (trash),ashcan | trash,0.1489,0.1585,0.1403,94,593,670,106908,576,593,0.9946410629
cheery,712,attr,F1,(day) | (eggyolk),day | eggyolk,0.1489,0.1127,0.2191,156,1384,712,106137,556,1384,0.9947887865
snowpants,192,obj,F1,(goggles & snowboard) | (skipole & snowboarder) | (skipole & snowjacket) | (snowboard & snowboarder) | (snowboard & snowjacket),(skipole | snowboard) & (goggles | snowjacket | snowboarder) & (snowjacket | snowboarder | snowboard),0.1489,0.0923,0.3854,74,802,192,105064,27,2986,0.9997430798
trafficsign,399,obj,F1,(arrow & streetlight) | (arrow & traffic) | (arrow & trafficlight) | (streetsign & trafficlight) | (traffic & trafficlight),(trafficlight | arrow) & (streetlight | trafficlight | traffic) & (traffic | arrow | streetsign),0.1489,0.0998,0.2932,117,1172,399,101273,111,6693,0.9989051527
expose,737,attr,F1,(display) | (forsale) | (monetaryvalue),display | monetaryvalue | forsale,0.1487,0.1233,0.1872,138,1119,737,106359,599,1119,0.9943996709
drawn-out,771,attr,F1,(arm & sprinkle & surfboard) | (arm & surfboard & wave) | (arm & surfer & wave),arm & (wave | surfboard) & (wave | sprinkle) & (surfer | surfboard),0.1484,0.1407,0.1569,121,860,771,94857,284,12936,0.9970149567
manholecover,167,obj,F1,manhole,manhole,0.1478,0.116,0.2036,34,293,167,107651,133,293,0.9987660506
clay,516,attr,F1,(court & racket) | (court & tennisball) | (court & tenniscourt) | (court & tennisplayer) | (tennisball & tenniscourt),(court | tennisball) & (court | tenniscourt) & (racket | tennisball | tennisplayer | tenniscourt),0.1475,0.0942,0.3391,175,1857,516,104542,302,3233,0.99711953
gear,513,obj,F1,(airplane & cockpit & jet) | (airplane & cockpit & track) | (airplane & jet & landinggear) | (airplane & jet & track) | (airplane & landinggear & track) | (cockpit & landinggear & track),(track | jet) & (track | airplane) & (cockpit | airplane) & (airplane | landinggear) & (track | cockpit | landinggear) & (cockpit | jet | landinggear),0.1475,0.1304,0.1696,87,667,513,104201,294,3582,0.9971864683
distant,2129,attr,F1,(cloud & hill) | (cloud & mountain) | (hill & mountain) | (hill & sky) | (mountain & sky),(mountain | hill) & (mountain | cloud | sky) & (cloud | sky | hill),0.1474,0.1058,0.2428,517,4888,2129,79308,688,28081,0.99139957
french,182,attr,F1,(catsup & sandwich) | (catsup & toast) | (hamburger & pickle),(pickle & hamburger) | (sandwich & catsup) | (catsup & toast),0.1474,0.2039,0.1154,21,103,182,106159,114,1804,0.998927291
buckle,351,obj,F1,(belt & leather) | (belt & pocket) | (leather & strap),(pocket & belt) | (leather & belt) | (leather & strap),0.1472,0.1222,0.1852,65,532,351,101121,117,6839,0.9988443075
ten,347,obj,F1,(eight & seven) | (eight & twelve) | (eleven & six) | (eleven & twelve) | (seven & twelve) | (six & twelve),(eleven & twelve) | (eleven & six) | (seven & twelve) | (seven & eight) | (twelve & eight) | (twelve & six),0.1471,0.3636,0.0922,32,88,347,107051,298,728,0.9972240077
ofan,414,rel,F1,(babyelephant & elephant) | (elephant & elephant's) | (elephant & elephanttrunk) | (elephant & ivory),elephant & (elephanttrunk | elephant's | ivory | babyelephant),0.147,0.1044,0.2488,103,987,414,105517,240,2320,0.9977306467
